chat_text,emotion,text_response
there's something wrong with my right hand.,confusion,what's wrong with it?
I didn't make the sports team I tried out for.,disappointment,"I'm sorry to hear that. It's disappointing, but it doesn't mean you're not talented. Keep practicing and trying."
what is it this time?,neutral,an andy warhol drawing.
Did you experience sadness after not being accepted into your dream university?,sadness,"Yes, it's been really tough to accept. I had my heart set on it."
"no, i didn't.",approval,"you should have, but have you seen any movies lately?"
what do you mean?,admiration,i mean i have wonderful students.
just hold on.,neutral,oh! don't hit any more bumps!
what did you do at night?,admiration,at night i went out to eat. the food was delicious.
i think that those are some really nice shoes. what kind are they?,neutral,these are chucks.
how long did it take?,neutral,"four hours, without a break."
then why can't i quit?,neutral,you have to believe in yourself.
How was your date last night?,embarrassment,"Horrible. I accidentally spilled spaghetti all over my lap, and then I knocked over my glass of water. I couldn't wait to leave."
i like the beautiful photos of the houses for sale.,neutral,i always read the film reviews.
"first you dial seven numbers, then ten numbers, then ten more numbers.",neutral,yikes. i think i'll keep my long distance service.
i can't wait till i grow up.,curiosity,what will you do?
three pounds just this month.,curiosity,do you know why?
me too.,neutral,excuse me. they just called my number.
"also, there aren't enough police.",neutral,but there are a lot of police.
i haven't been better. how about yourself?,neutral,i started school recently.
i did.,neutral,what's wrong with them so soon?
How was your first day at the new job?,embarrassment,"It was rough. I got lost trying to find my office, then I spilled coffee on my shirt during the meeting. I felt like I was off to a terrible start."
i started school recently.,neutral,where are you going to school?
that's not nice.,neutral,"i apologize, but i'm getting off the phone now."
it seems fine to me.,neutral,i toss and turn all night.
it got rained out.,neutral,rained out?
how much money does he give away?,neutral,"this year he gave away $15,000."
did you buy the converter?,disapproval,"no, i don't need a converter because i bought a digital tv."
of course.,neutral,i think only the family will be there.
it's close to the freeways.,neutral,it's got a big yard.
that's pretty simple.,neutral,"then i add butter, salt, and pepper."
you look really nice today. ,gratitude,thank you. i just got this outfit the other day.
i'm doing well. how about you?,gratitude,"never better, thanks."
"that would be nice, thank you.",neutral,"no problem, you're welcome."
i think i have the worst boss in the world.,annoyance,what makes him so bad?
bring a jacket.,neutral,yes. it gets a little cool at night.
that election for u.s. senator stunk.,curiosity,what do you mean?
i don't know how that store makes money.,neutral,"neither do i, but they're doing something right."
do pimples run in your family?,neutral,not that i've noticed.
i am really excited for you.,curiosity,are you really?
How did your meeting with the teacher go?,relief,It went well. We were able to address my concerns about my child's progress in school. I'm relieved we're on the same page now.
they were about forty dollars.,neutral,i think i'm going to go buy myself a pair.
yes. i called for a clean-up.,neutral,a puddle of water is very dangerous.
you should wet your shirt immediately.,curiosity,why?
i guess so.,caring,god bless modern medicine.
i checked all my pockets.,neutral,did you look in your desk?
how do you like it so far?,admiration,i like it so far. my classes are pretty good right now.
do you think anyone will come to my funeral?,neutral,of course.
I found a dead bird in my backyard!,disgust,Gross! Dead birds are so unsanitary! Make sure to dispose of it properly and wash your hands thoroughly!
i believe so.,optimism,good. i hope it doesn't cool off this weekend.
because you helped make it dirty.,curiosity,what do you want me to do?
that's rude.,neutral,then he drove too fast to the restaurant.
because i watch the other players.,curiosity,what do you mean?
they shouldn't even call it news.,neutral,last night they told us about a cat in a sofa.
yes. it is a great movie.,neutral,i saw it twelve times.
nobody has told me anything about your party.,neutral,did you want to go?
"well, that's cool.",caring,will you be able to make it?
"well, i need some help.",curiosity,with what?
that's what i'm going to do.,neutral,are you going to wash it yourself?
"i will chop your toes off, one by one.",neutral,"honey, please. you're the only woman for me, forever. i swear it."
is it easy to learn?,approval,"yes, it will only take about 30 minutes."
they call him father dollar bill.,neutral,"yes, he was on the tv news today."
because you'll have an accident. most accidents are because people are in a hurry.,curiosity,how do you know that?
of course you can.,neutral,i don't have enough will power.
i'll have to try them sometime.,admiration,they're best when they're hot.
maybe they'll give us free drinks for waiting so long.,neutral,maybe he'll send us our waiter immediately.
did you ever see anything that picasso painted?,admiration,of course! he's world famous.
shakespeare was a poet.,neutral,did he get rich from his poetry?
we each get five cards.,neutral,"oh, look. i have four tens."
that was a nice funeral.,neutral,"yes, dad, it was."
doctors are too expensive.,neutral,he might tell me to rest for a while.
tomorrow we'll have rice and fish for lunch.,neutral,i can't wait.
How do you feel about the recent changes in your life?,sadness,I'm feeling down about it. It's hard to adjust to all the uncertainty and upheaval.
but that's what most people do.,neutral,"yes, i guess most of us are stuck in a routine."
my parents are divorced.,neutral,so are mine.
How do you feel about not standing up for your friend when they were being bullied?,remorse,I regret not speaking up. I feel a profound sense of remorse for not supporting my friend when they needed me the most.
okay. i'll take your word for it.,neutral,i thought you had an elephant in your house.
Have you been able to find any moments of peace amidst the grief?,grief,"Occasionally, but they're fleeting. The grief always comes crashing back, reminding me of what I've lost."
they should stay in the woods where they belong.,neutral,there's no food in the woods.
"if you're a smart doctor, you stay away from hospitals.",neutral,"yes, the smart doctors are those tv news doctorsÂ—no hospitals, no patients."
